N/M,1,2,4,8,16,32,64,128
1000000,0.090827,0.036733,0.019004,0.017708,0.016953,0.016118,0.015633,0.015740
10000000,0.727537,0.364199,0.193238,0.163954,0.160937,0.177997,0.153688,0.155305
100000000,7.170728,3.671116,1.941319,1.605803,1.680474,1.541494,1.516073,1.514215
1000000000,71.318133,36.554561,18.877902,15.494569,15.509761,15.771669,16.325657,16.301454
10000000000,712.218125,363.309382,205.198138,165.501672,169.405422,186.713486,186.493014,190.2063080
